Sr. No.,Assigned To,Company Name,Website,Website Source,Resolution Confidence,Conflict Flag,Contact Person,Primary Email,Regarding Accessibility Email(s),Email Status,Website Verified,Scan Completed,Bot Block Status,Screenshot Taken,Status,Verified By,Remarks
"531","Unassigned","DEE Development Engineers Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"536","Unassigned","DELPHI WORLD MONEY LIMITED","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"549","Unassigned","DHARAN INFRA-EPC LIMITED","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"556","Unassigned","DIC India Limited","https://dic.co.in","readymade-fallback","HIGH","NO","N/A","sales@dic.co.in","[Investor Grievance / Compliance Officer Email] investors@dic.co.in; [General Contact Email] sales@dic.co.in","Verified","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 33. Lighthouse A11y: 30/100."
"567","Unassigned","DJ Mediaprint & Logistics Limited","https://djcorp.in","readymade-fallback","HIGH","NO","N/A","info@djcorp.in","[General Contact Email] info@djcorp.in","Verified","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"568","Unassigned","DLF Limited","https://dlf.in","readymade-fallback","HIGH","NO","N/A","DLF_Logo@300x-8.pngDLF","[General Contact Email] DLF_Logo@300x-8.pngDLF","Verified","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 7. Lighthouse A11y: 72/100."
"571","Unassigned","DMCC SPECIALITY CHEMICALS LIMITED","https://dmcc.com","readymade-fallback","HIGH","NO","N/A","info@dmcc.com","[General Contact Email] info@dmcc.com","Verified","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 19. Lighthouse A11y: 30/100."
"577","Unassigned","DOMS Industries Limited","https://domsindia.com","readymade-fallback","HIGH","NO","N/A","info@domsindia.com","[General Contact Email (Guessed Pattern)] info@domsindia.com; [Investor Grievance Email (Guessed Pattern)] contact@domsindia.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"580","Unassigned","DPSC Limited","https://dpschile.cl","readymade-fallback","HIGH","NO","N/A","ventas@dpschile.cl","[General Contact Email] ventas@dpschile.cl","Verified","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 61. Lighthouse A11y: 30/100."
"583","Unassigned","DRC Systems India Limited","https://drcsystems.com","readymade-fallback","HIGH","NO","N/A","N/A","N/A","Not Found","Yes","No","Blocked (cloudflare)","No","Blocked (Bot Protection)","Orchavate Automated Tool v1.1","Blocked by Bot Protection (cloudflare)"
"511","Unassigned","D.B.Corp Limited","https://dbcl.net","readymade-fallback","HIGH","NO","N/A","info@dbcl.net","[General Contact Email (Guessed Pattern)] info@dbcl.net; [Investor Grievance Email (Guessed Pattern)] contact@dbcl.net","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"569","Unassigned","D-Link (India) Limited","https://dlink.com","readymade-fallback","HIGH","NO","N/A","info@dlink.com","[General Contact Email (Guessed Pattern)] info@dlink.com; [Investor Grievance Email (Guessed Pattern)] contact@dlink.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 141. Lighthouse A11y: 30/100."
"581","Unassigned","D P Wires Limited","https://dpwires.com","readymade-fallback","HIGH","NO","N/A","info@dpwires.com","[General Contact Email (Guessed Pattern)] info@dpwires.com; [Investor Grievance Email (Guessed Pattern)] contact@dpwires.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"579","Unassigned","D. P. Abhushan Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"501","Unassigned","Dabur India Limited","https://dabur.com","readymade-fallback","HIGH","NO","N/A","N/A","N/A","Not Found","Yes","No","Blocked (cloudflare)","No","Blocked (Bot Protection)","Orchavate Automated Tool v1.1","Blocked by Bot Protection (cloudflare)"
"502","Unassigned","Dai-Ichi Karkaria Limited","https://dai-ichiindia.com","readymade-fallback","HIGH","NO","N/A","sales@dai-ichiindia.com","[General Contact Email] sales@dai-ichiindia.com","Verified","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 20. Lighthouse A11y: 30/100."
"503","Unassigned","Dalmia Bharat Limited","https://dalmiabharat.com","readymade-fallback","HIGH","NO","N/A","N/A","N/A","Not Found","Yes","No","Blocked (cloudflare)","No","Blocked (Bot Protection)","Orchavate Automated Tool v1.1","Blocked by Bot Protection (cloudflare)"
"504","Unassigned","Dalmia Bharat Sugar and Industries Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"505","Unassigned","Dam Capital Advisors Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"506","Unassigned","Damodar Industries Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"507","Unassigned","Dangee Dums Limited","https://dangeedums.com","readymade-fallback","HIGH","NO","N/A","info@dangeedums.com","[General Contact Email (Guessed Pattern)] info@dangeedums.com; [Investor Grievance Email (Guessed Pattern)] contact@dangeedums.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 5. Lighthouse A11y: 80/100."
"509","Unassigned","Data Patterns (India) Limited","https://datapatternsindia.com","readymade-fallback","HIGH","NO","N/A","info@datapatternsindia.com","[General Contact Email (Guessed Pattern)] info@datapatternsindia.com; [Investor Grievance Email (Guessed Pattern)] contact@datapatternsindia.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"508","Unassigned","Datamatics Global Services Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"510","Unassigned","Davangere Sugar Company Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"519","Unassigned","Dc Infotech And Communication Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"528","Unassigned","Ddev Plastiks Industries Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"540","Unassigned","De Nora India Limited","https://denora.com","readymade-fallback","HIGH","NO","N/A","N/A","N/A","Not Found","Yes","No","Blocked (imperva)","No","Blocked (Bot Protection)","Orchavate Automated Tool v1.1","Blocked by Bot Protection (imperva)"
"529","Unassigned","Deccan Cements Limited","https://deccancements.com","readymade-fallback","HIGH","NO","N/A","secretarial@deccancements.com","[General Contact Email] secretarial@deccancements.com","Verified","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 14. Lighthouse A11y: 44/100."
"530","Unassigned","Deccan Gold Mines Limited","https://deccangoldmines.com","readymade-fallback","HIGH","NO","N/A","info@deccangoldmines.com","[Investor Grievance / Compliance Officer Email] investor-relations@deccangoldmines.com; [General Contact Email] info@deccangoldmines.com","Verified","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 11. Lighthouse A11y: 56/100."
"534","Unassigned","Deep Industries Limited","https://deepindustries.com","readymade-fallback","HIGH","NO","N/A","info@deepindustries.com","[General Contact Email (Guessed Pattern)] info@deepindustries.com; [Investor Grievance Email (Guessed Pattern)] contact@deepindustries.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"512","Unassigned","Deepak Builders & Engineers India Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"532","Unassigned","Deepak Fertilizers and Petrochemicals Corporation Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"533","Unassigned","Deepak Nitrite Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"535","Unassigned","Delhivery Limited","https://delhivery.com","readymade-fallback","HIGH","NO","N/A","info@delhivery.com","[General Contact Email (Guessed Pattern)] info@delhivery.com; [Investor Grievance Email (Guessed Pattern)] contact@delhivery.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 44. Lighthouse A11y: 30/100."
"537","Unassigned","Delta Corp Limited","https://deltacorp.in","readymade-fallback","HIGH","NO","N/A","N/A","N/A","Not Found","Yes","No","Blocked (cloudflare)","No","Blocked (Bot Protection)","Orchavate Automated Tool v1.1","Blocked by Bot Protection (cloudflare)"
"538","Unassigned","Delta Manufacturing Limited","https://delta-manufacturing.com","readymade-fallback","HIGH","NO","N/A","N/A","N/A","Not Found","Yes","No","Blocked (cloudflare)","No","Blocked (Bot Protection)","Orchavate Automated Tool v1.1","Blocked by Bot Protection (cloudflare)"
"539","Unassigned","Den Networks Limited","https://dennetworks.com","readymade-fallback","HIGH","NO","N/A","N/A","N/A","Not Found","Yes","No","Blocked (cloudflare)","No","Blocked (Bot Protection)","Orchavate Automated Tool v1.1","Blocked by Bot Protection (cloudflare)"
"541","Unassigned","Denta Water and Infra Solutions Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"543","Unassigned","Dev Accelerator Limited","https://devaccelerator.ro","readymade-fallback","HIGH","NO","N/A","info@devaccelerator.ro","[General Contact Email (Guessed Pattern)] info@devaccelerator.ro; [Investor Grievance Email (Guessed Pattern)] contact@devaccelerator.ro","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 1. Lighthouse A11y: 96/100."
"542","Unassigned","Dev Information Technology Limited","https://devitpl.com","readymade-fallback","HIGH","NO","N/A","info@devitpl.com","[General Contact Email (Guessed Pattern)] info@devitpl.com; [Investor Grievance Email (Guessed Pattern)] contact@devitpl.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"544","Unassigned","Devyani International Limited","https://dil-rjcorp.com","readymade-fallback","HIGH","NO","N/A","N/A","N/A","Not Found","Yes","No","Blocked (cloudflare)","No","Blocked (Bot Protection)","Orchavate Automated Tool v1.1","Blocked by Bot Protection (cloudflare)"
